case_id,week,weight,state,metro,region,division,ownhome,marital,employ,hhnum,adults,kids1217,kids611,kids06,parent,age,age2,educ2,educ,income,race,partyrot,party,ideorot,ideo,regvote,othtel,sex,ident,l1,l2a,c1,c2,c1a,usborn,relig,religopen,denom,denomopen,born,jewid,secular,jdenom,year,demh1,demh2,date,sexorient_1,sexorient_2,sexorient_3,sexorient_4,sexorient_5,formrot,q1,q2,q3rot,q3,q4rot,q4,q5rot,q5,q5ot,q6rot,q6a,q6b,q6c,q6d,q6e,q6f,partyln,partyst1,partyst2,q7,q8,q9,q10,q11,q12,q13rot,q13,q14rot,q14a,q14b,q14c,q14d,q15,q16,q17rot,q17a,q17c,q17b,q17d,q17e,q17f,q17g,q17h,q18,q19,q20,q20ot,q21,q22rot,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23,q24,q25rot,q25
10000329,843,0.562,CO,Center City County (Metro),West,Mountain,Owned,Married,Retired,Two,Two,NA,NA,NA,No,75,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat liberal,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Protestant,              ,Episcopalian or Anglican,                   ,No,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,5,Worried,                  ,BAC,Lower priority,High but not highest,High but not highest,NA,NA,NA,Democrat,NA,NA,Very unfavorable,Right direction,Pose a serious threat,NA,NA,NA,democratic/republican,The Democratic candidate,BDAC,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Don't feel that way,BDEACFHG,Favor,Strongly favor,Oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Oppose,Somewhat worried,Worse off,Racism,                                                  ,Trying to report news accurately,BHGEADF,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Completely disagree,Mostly agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000330,843,0.5923,CA,Non-Center City (Metro),West,Pacific,Owned,Divorced,Retired,One,One,NA,NA,NA,No,80,NA,Two year associate degree from a college or university,Some college,"$15,000 but less than $25,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Protestant,              ,Presbyterian,                   ,No,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly approve,NA,NA,2,There's almost nothing President Trump could do to lose my approval,2,Satisfied,                  ,BCA,Highest priority,High but not highest,High but not highest,NA,NA,NA,Republican,NA,NA,Very favorable,Pose a serious threat,Misguided but not dangerous,NA,Supporter of Donald Trump,Prefer Trump be the nominee,democratic/republican,The Republican candidate,BADC,Very well,Somewhat well,Somewhat well,Somewhat well,Help a little,Don't feel that way,BGDAFCEH,Favor,Strongly favor,Favor,Favor,Favor,Strongly favor,Favor,Strongly favor,Somewhat worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,FAEGDHB,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Completely Agree,Mostly disagree,More trade restrictions,Isolated incidents,2,Having a mix of different cultures and values from around the world
10000331,843,1.535,CA,Non-Center City (Metro),West,Pacific,Owned,Widowed,Retired,Five,Three,One,One,None,No,81,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"Less than $15,000",White Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Don't know,No,None,Female,Landline,No,NA,NA,NA,NA,United States,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,About half the time,Strongly disapprove,1,President Trump could do something to win my approval,NA,NA,2,Worried,                  ,DFE,NA,NA,NA,Highest priority,Highest priority,High but not highest,NA,NA,Not a strong Democrat,Very unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,BACD,Not too well,Somewhat well,Very well,Somewhat well,Help not at all,Should be impeached,FACEHDGB,Strongly favor,Strongly favor,Oppose,Strongly oppose,Favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,ABGDFHE,Don't know/Refused,Mostly agree,Completely disagree,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Promote free trade,Isolated incidents,1,Having a mix of different cultures and values from around the world
10000332,843,0.6931,UT,Non-Metro,West,Mountain,Owned,Married,Full-time,Six,Three,Three,None,None,Yes,45,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,One,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Strongly approve,NA,NA,1,President Trump could do something to lose my approval,4,Satisfied,                  ,ABC,Lower priority,Lower priority,Highest priority,NA,NA,NA,NA,Not a strong Republican,NA,Very favorable,Misguided but not dangerous,Right direction,NA,No strong preference,Prefer Trump be the nominee,republican/democratic,The Republican candidate,CDBA,Very well,Very well,Very well,Very well,Help a little,Don't feel that way,GAHDECFB,Oppose,Favor,Strongly oppose,Favor,Strongly favor,Favor,Favor,Favor,Not at all worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,HDBAEGF,Completely disagree,Completely Agree,Mostly agree,Mostly disagree,Mostly agree,Completely Agree,Completely disagree,More trade restrictions,Isolated incidents,1,Having a mix of different cultures and values from around the world
10000333,843,0.9126,CA,Center City County (Metro),West,Pacific,Rented,Widowed,Retired,One,One,NA,NA,NA,No,93,NA,"Some college, no degree (includes community college)",Some college,"$25,000 but less than $30,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,0,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,About half the time,Somewhat approve,NA,NA,2,There's almost nothing President Trump could do to lose my approval,1,Satisfied,                  ,FDE,NA,NA,NA,High but not highest,High but not highest,High but not highest,Democrat,NA,NA,Mostly favorable,Right direction,NA,Misguided but not dangerous,NA,NA,democratic/republican,The Democratic candidate,CABD,Not too well,Not too well,Not too well,Somewhat well,Help not at all,Don't feel that way,GHFEDCAB,Oppose,Oppose,Favor,Oppose,Oppose,Favor,Oppose,Oppose,Not too worried,Would not make any difference,Don't know/Refused,                                                  ,Trying to report news accurately,EDHFBGA,Mostly disagree,Completely disagree,Mostly disagree,Mostly agree,Mostly agree,Completely Agree,Mostly disagree,Promote free trade,Isolated incidents,2,Having a mix of different cultures and values from around the world
10000334,843,0.298,TX,Surburban (Metro),South,West South Central,Owned,Widowed,Retired,One,One,NA,NA,NA,No,80,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Baptist,              ,NA,                   ,Yes,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Somewhat approve,NA,NA,2,There's almost nothing President Trump could do to lose my approval,2,Satisfied,                  ,CAB,Highest priority,Highest priority,Highest priority,NA,NA,NA,Republican,NA,NA,Mostly favorable,Pose a serious threat,Misguided but not dangerous,NA,Supporter of Donald Trump,Prefer Trump be the nominee,democratic/republican,The Republican candidate,CABD,Very well,Very well,Not too well,Very well,Help a little,Don't feel that way,GEDBAHFC,Favor,Favor,Favor,Strongly favor,Strongly favor,Favor,Strongly oppose,Don't know/Refused,Not at all worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,HFDBEAG,Mostly agree,Completely Agree,Mostly disagree,Completely disagree,Mostly agree,Completely Agree,Mostly agree,More trade restrictions,Broader pattern,2,Having a mix of different cultures and values from around the world
10000335,843,0.5072,MS,Center City (Metro),South,East South Central,Owned,Widowed,Full-time,Two,Two,NA,NA,NA,No,67,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$15,000 but less than $25,000",Black Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Very liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Baptist,              ,NA,                   ,Yes,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,3,Disappointed,                  ,ACB,Highest priority,High but not highest,Highest priority,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Pose a serious threat,NA,NA,NA,democratic/republican,The Democratic candidate,CBAD,Not at all well,Somewhat well,Very well,Not at all well,Help not at all,Should be impeached,CFEHBGAD,Favor,Oppose,Favor,Favor,Favor,Favor,Favor,Strongly favor,Very worried,Worse off,Racism,                                                  ,Trying to report news accurately,HEBDAFG,Completely Agree,Mostly disagree,Mostly agree,Completely disagree,Mostly agree,Mostly disagree,Completely disagree,Promote free trade,Isolated incidents,2,Having a mix of different cultures and values from around the world
10000336,843,0.3281,CA,Center City County (Metro),West,Pacific,Owned,Divorced,Full-time,One,One,NA,NA,NA,No,64,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Very liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Nothing in particular,              ,NA,                   ,NA,No,"Secular, not religious",NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,1,Angry,                  ,ACB,Lower priority,Highest priority,Highest priority,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Pose a serious threat,NA,NA,NA,democratic/republican,The Democratic candidate,ABDC,Not at all well,Not at all well,Somewhat well,Not at all well,Help not at all,Should be impeached,ACEFDBHG,Strongly favor,Strongly favor,Don't know/Refused,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Oppose,Somewhat worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,AHEGBDF,Completely Agree,Mostly agree,Completely disagree,Completely disagree,Mostly disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000337,843,0.25,WA,Surburban (Metro),West,Pacific,Rented,Divorced,Retired,One,One,NA,NA,NA,No,74,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$15,000 but less than $25,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat liberal,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Non-denominational or Independent Church,              ,NA,                   ,No,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,1,Angry,                  ,ACB,Lower priority,High but not highest,Highest priority,NA,NA,NA,Democrat,NA,NA,Mostly unfavorable,Misguided but not dangerous,Pose a serious threat,NA,NA,NA,democratic/republican,The Democratic candidate,ADBC,Not at all well,Not too well,Very well,Not at all well,Help not at all,Should be impeached,AHCEFGBD,Favor,Strongly favor,Oppose,Oppose,Strongly oppose,Favor,Oppose,Oppose,Somewhat worried,Worse off,Southern pride,                                                  ,Personal or political agenda,GDBHAEF,Mostly agree,Completely disagree,Completely disagree,Mostly disagree,Completely disagree,Mostly disagree,Mostly agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000338,843,0.5577,WV,Non-Metro,South,South Atlantic,Owned,Married,Full-time,Two,Two,NA,NA,NA,No,56,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Very conservative,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Protestant,              ,Baptist,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,4,Excited,                  ,CBA,High but not highest,Lower priority,High but not highest,NA,NA,NA,NA,Strong Republican,NA,Mostly favorable,Pose a serious threat,Right direction,NA,Supporter of Donald Trump,Prefer Trump be the nominee,republican/democratic,The Republican candidate,CABD,Very well,Very well,Somewhat well,Very well,Help a lot,Don't feel that way,CDEFBAGH,Oppose,Oppose,Favor,Favor,Strongly favor,Oppose,Favor,Favor,Not too worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,DFGAEBH,Completely disagree,Completely Agree,Completely Agree,Completely Agree,Mostly disagree,Completely Agree,Mostly agree,More trade restrictions,Isolated incidents,1,Having a single culture grounded in Christian values
10000339,843,1.1416,CA,Center City (Metro),West,Pacific,Rented,Separated,Temporarily unemployed,One,One,NA,NA,NA,No,68,NA,Less than high school (Grades 1-8 or no formal schooling),Less than high school graduate,"$15,000 but less than $25,000",White Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Somewhat liberal,No,None,Female,Hispanic in language,No,NA,NA,NA,NA,Another Country,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Don't know/refused,NA,NA,NA,NA,5,Worried,                  ,BAC,Highest priority,Highest priority,Highest priority,NA,NA,NA,Don't know,NA,NA,Very unfavorable,Don't know/refused,Don't know/refused,NA,NA,NA,republican/democratic,Don't know/Refused,ADBC,Not at all well,Don't know/Refused,Somewhat well,Don't know/Refused,Help not at all,Should be impeached,EDCHBGAF,Don't know/Refused,Favor,Don't know/Refused,Oppose,Oppose,Strongly favor,Strongly favor,Favor,Very worried,Would not make any difference,Don't know/Refused,                                                  ,Personal or political agenda,AEGDHFB,Completely Agree,Don't know/Refused,Don't know/Refused,Completely Agree,Completely disagree,Completely Agree,Completely Agree,Promote free trade,Broader pattern,1,Both
10000340,843,0.6761,MA,Surburban (Metro),North East,New England,Owned,"Single, that is never married",Temporarily unemployed,One,One,NA,NA,NA,No,58,NA,Two year associate degree from a college or university,Some college,"$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Somewhat conservative,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly approve,NA,NA,1,President Trump could do something to lose my approval,3,Satisfied,                  ,FDE,NA,NA,NA,Highest priority,Highest priority,Lower priority,Republican,NA,NA,Mostly favorable,Misguided but not dangerous,NA,Right direction,Supporter of Donald Trump,Prefer Trump be the nominee,republican/democratic,Other/Third Party candidate,ADCB,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Don't know/Refused,Don't feel that way,EBHGFCDA,Oppose,Favor,Strongly oppose,Favor,Oppose,Favor,Oppose,Favor,Not too worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,GDBEFHA,Mostly disagree,Completely Agree,Mostly agree,Mostly agree,Mostly agree,Mostly disagree,Completely Agree,Promote free trade,Isolated incidents,1,Having a mix of different cultures and values from around the world
10000341,843,0.6078,NJ,Non-Center City (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Two,Two,NA,NA,NA,No,55,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$250,000 or more",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Nothing in particular,              ,NA,                   ,NA,No,"Secular, not religious",NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly disapprove,2,President Trump could do something to win my approval,NA,NA,3,Disappointed,                  ,DEF,NA,NA,NA,Lower priority,Highest priority,Highest priority,NA,NA,Not a strong Democrat,Mostly unfavorable,Right direction,NA,Pose a serious threat,NA,NA,democratic/republican,The Democratic candidate,DBAC,Not at all well,Not too well,Very well,Very well,Help a little,Don't feel that way,DFABHEGC,Strongly favor,Favor,Oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Not at all worried,Would not make any difference,Southern pride,                                                  ,Trying to report news accurately,BAHDFGE,Mostly agree,Completely disagree,Mostly disagree,Completely disagree,Completely disagree,Completely disagree,Mostly disagree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000342,843,0.6433,MD,Surburban (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two,NA,NA,NA,No,73,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Protestant,              ,"Pentecostal (Assemblies of God, Four-Square Gospel)",                   ,Yes,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly approve,NA,NA,2,President Trump could do something to lose my approval,2,Excited,                  ,CAB,Highest priority,High but not highest,Highest priority,NA,NA,NA,Republican,NA,NA,Very favorable,Pose a serious threat,Misguided but not dangerous,NA,No strong preference,Prefer Trump be the nominee,democratic/republican,The Republican candidate,BCAD,Very well,Very well,Somewhat well,Somewhat well,Help a little,Don't feel that way,FAGECBHD,Favor,Favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Not too worried,Better off,Southern pride,                                                  ,Personal or political agenda,EGHDBFA,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,Mostly disagree,Completely Agree,Completely disagree,More trade restrictions,Broader pattern,2,Having a single culture grounded in Christian values
10000343,843,2.6803,NY,Surburban (Metro),North East,Mid Atlantic,Owned,Married,Homemaker,Five,Four,One,None,None,Yes,44,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$25,000 but less than $30,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Strongly disapprove,2,President Trump could do something to win my approval,NA,NA,5,Worried,                  ,ACB,Lower priority,Lower priority,Highest priority,NA,NA,NA,Democrat,NA,NA,Very unfavorable,Misguided but not dangerous,Misguided but not dangerous,NA,NA,NA,democratic/republican,The Democratic candidate,DBCA,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Don't feel that way,HAGCFEDB,Favor,Strongly oppose,Oppose,Favor,Oppose,Oppose,Oppose,Oppose,Not too worried,Worse off,Southern pride,                                                  ,Personal or political agenda,BADFEHG,Completely Agree,Mostly disagree,Completely Agree,Completely disagree,Completely disagree,Completely Agree,Completely disagree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000344,843,0.3257,NJ,Non-Center City (Metro),North East,Mid Atlantic,Owned,Divorced,Full-time,Three,One,Two,None,None,Yes,47,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Republican,d3 5-1 asked,Very conservative,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,4,NA,Christian (Just Christian),              ,Methodist,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly approve,NA,NA,2,There's almost nothing President Trump could do to lose my approval,2,Excited,                  ,EFD,NA,NA,NA,Highest priority,Highest priority,Lower priority,NA,Strong Republican,NA,Very favorable,Pose a serious threat,NA,Right direction,Supporter of Donald Trump,Prefer Trump be the nominee,democratic/republican,The Republican candidate,CBAD,Very well,Very well,Somewhat well,Very well,Help a lot,Don't feel that way,GAFHEBDC,Favor,Oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly oppose,Very worried,Better off,Southern pride,                                                  ,Personal or political agenda,FADBHGE,Completely disagree,Completely Agree,Completely Agree,Mostly disagree,Completely Agree,Completely Agree,Completely disagree,More trade restrictions,Broader pattern,2,Having a mix of different cultures and values from around the world
10000345,843,0.522,FL,Surburban (Metro),South,South Atlantic,Owned,Married,Retired,Two,Two,NA,NA,NA,No,68,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,4,Satisfied,                  ,BCA,High but not highest,Lower priority,Highest priority,NA,NA,NA,NA,Not a strong Republican,NA,Mostly favorable,Misguided but not dangerous,Right direction,NA,Supporter of another Republican candidate,Prefer Trump be the nominee,republican/democratic,The Republican candidate,BCAD,Very well,Very well,Somewhat well,Somewhat well,Help not at all,Don't feel that way,FHACDBGE,Favor,Strongly favor,Oppose,Favor,Strongly favor,Favor,Favor,Favor,Not too worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,HEADFGB,Mostly disagree,Completely disagree,Mostly disagree,Completely disagree,Completely Agree,Completely Agree,Mostly agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
10000346,843,0.257,NE,Center City (Metro),North Central,West North Central,Owned,Widowed,Retired,One,One,NA,NA,NA,No,74,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Very liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,3,Disappointed,                  ,ACB,Lower priority,Lower priority,High but not highest,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Misguided but not dangerous,NA,NA,NA,republican/democratic,The Democratic candidate,ADCB,Not at all well,Not at all well,Somewhat well,Not at all well,Help not at all,Don't know/Refused,ABCFGEHD,Favor,Strongly favor,Strongly oppose,Strongly oppose,Don't know/Refused,Strongly favor,Strongly oppose,Strongly oppose,Not at all worried,Worse off,Don't know/Refused,                                                  ,Trying to report news accurately,DEBHAGF,Mostly agree,Completely disagree,Mostly disagree,Completely disagree,Mostly disagree,Mostly disagree,Mostly agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
10000347,843,0.4641,AL,Surburban (Metro),South,East South Central,Rented,Widowed,Retired,One,One,NA,NA,NA,No,91,NA,"Some college, no degree (includes community college)",Some college,"$15,000 but less than $25,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat conservative,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171028,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Somewhat approve,NA,NA,2,President Trump could do something to lose my approval,3,Satisfied,                  ,CBA,Lower priority,Highest priority,High but not highest,NA,NA,NA,NA,NA,Not a strong Democrat,Very favorable,Misguided but not dangerous,Misguided but not dangerous,NA,NA,NA,democratic/republican,The Republican candidate,ACDB,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help a little,Don't feel that way,ADBHFGCE,Oppose,Oppose,Oppose,Favor,Oppose,Oppose,Oppose,Oppose,Somewhat worried,Would not make any difference,Racism,                                                  ,Trying to report news accurately,AHBFDGE,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,Promote free trade,Isolated incidents,2,Having a mix of different cultures and values from around the world
