congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,senate,R000122,Reed,RI,,D,84,0.285714286,0.30989164,-15.50854907
116,senate,R000122,Reed,RI,,D,28,0.071428571,0.13453757,-15.50854907
0,senate,R000307,Roberts,KS,,Republican,112,0.946428571,0.82202609,20.60221107
115,senate,R000307,Roberts,KS,,R,84,0.964285714,0.84710357,20.60221107
116,senate,R000307,Roberts,KS,,R,28,0.892857143,0.74679364,20.60221107
0,senate,R000584,Risch,ID,,Republican,110,0.9,0.88894209,31.76941855
115,senate,R000584,Risch,ID,,R,84,0.904761905,0.90597605,31.76941855
116,senate,R000584,Risch,ID,,R,26,0.884615385,0.83390929,31.76941855
0,senate,R000595,Rubio,FL,,Republican,109,0.899082569,0.51893586,1.19862561
115,senate,R000595,Rubio,FL,,R,83,0.939759036,0.56227889,1.19862561
116,senate,R000595,Rubio,FL,,R,26,0.769230769,0.38057157,1.19862561
0,senate,R000605,Rounds,SD,,Republican,107,0.91588785,0.88752754,29.79332222
115,senate,R000605,Rounds,SD,,R,84,0.916666667,0.89951902,29.79332222
116,senate,R000605,Rounds,SD,,R,23,0.913043478,0.84373258,29.79332222
0,senate,R000608,Rosen,NV,,Democrat,119,0.352941176,0.62348573,-2.41712836
116,senate,R000608,Rosen,NV,,D,26,0.076923077,0.30309454,-2.41712836
0,senate,R000615,Romney,UT,,Republican,28,0.785714286,0.71276601,18.07933323
116,senate,R000615,Romney,UT,,R,28,0.785714286,0.71276601,18.07933323
0,senate,S000033,Sanders,VT,,Independent,99,0.131313131,0.20957275,-26.40835124
115,senate,S000033,Sanders,VT,,I,84,0.142857143,0.236595,-26.40835124
116,senate,S000033,Sanders,VT,,I,15,0.066666667,0.05824811,-26.40835124
0,senate,S000148,Schumer,NY,,Democrat,112,0.232142857,0.21886701,-22.49045614
115,senate,S000148,Schumer,NY,,D,84,0.273809524,0.25753921,-22.49045614
116,senate,S000148,Schumer,NY,,D,28,0.107142857,0.1028504,-22.49045614
0,senate,S000320,Shelby,AL,,Republican,112,0.928571429,0.87267648,27.72514661
115,senate,S000320,Shelby,AL,,R,84,0.94047619,0.89117593,27.72514661
116,senate,S000320,Shelby,AL,,R,28,0.892857143,0.81717812,27.72514661
0,senate,S000770,Stabenow,MI,,Democrat,112,0.267857143,0.49870338,0.22303327
115,senate,S000770,Stabenow,MI,,D,84,0.333333333,0.547125,0.22303327
116,senate,S000770,Stabenow,MI,,D,28,0.071428571,0.35343853,0.22303327
0,senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
115,senate,S001141,Sessions,AL,,R,8,1,0.95761291,27.72514661
0,senate,S001181,Shaheen,NH,,Democrat,111,0.288288288,0.48848283,-0.36766386
115,senate,S001181,Shaheen,NH,,D,83,0.361445783,0.53823045,-0.36766386
116,senate,S001181,Shaheen,NH,,D,28,0.071428571,0.34101667,-0.36766386
0,senate,S001184,Scott,SC,,Republican,111,0.936936937,0.74830112,14.2659129
115,senate,S001184,Scott,SC,,R,84,0.964285714,0.78277954,14.2659129
116,senate,S001184,Scott,SC,,R,27,0.851851852,0.64103495,14.2659129
0,senate,S001191,Sinema,AZ,,Democrat,118,0.525423729,0.37785901,3.54559463
116,senate,S001191,Sinema,AZ,,D,27,0.185185185,0.42508931,3.54559463
0,senate,S001194,Schatz,HI,,Democrat,112,0.232142857,0.18080946,-32.18281473
115,senate,S001194,Schatz,HI,,D,84,0.273809524,0.21231418,-32.18281473
116,senate,S001194,Schatz,HI,,D,28,0.107142857,0.08629533,-32.18281473
0,senate,S001197,Sasse,NE,,Republican,109,0.862385321,0.85872206,25.04859475
115,senate,S001197,Sasse,NE,,R,83,0.86746988,0.87976012,25.04859475
116,senate,S001197,Sasse,NE,,R,26,0.846153846,0.7915621,25.04859475
0,senate,S001198,Sullivan,AK,,Republican,106,0.91509434,0.75786819,14.73064079
115,senate,S001198,Sullivan,AK,,R,81,0.925925926,0.78713053,14.73064079
116,senate,S001198,Sullivan,AK,,R,25,0.88,0.66305823,14.73064079
0,senate,S001202,Strange,AL,,Republican,45,0.911111111,0.88745216,27.72514661
115,senate,S001202,Strange,AL,,R,45,0.911111111,0.88745216,27.72514661
0,senate,S001203,Smith,MN,,Democrat,55,0.218181818,0.41760511,-1.52013048
115,senate,S001203,Smith,MN,,D,27,0.333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,28,0.107142857,0.31748906,-1.52013048
0,senate,S001217,Scott,FL,,Republican,28,0.892857143,0.37440983,1.19862561
116,senate,S001217,Scott,FL,,R,28,0.892857143,0.37440983,1.19862561
0,senate,T000250,Thune,SD,,Republican,112,0.9375,0.88251503,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.952380952,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,28,0.892857143,0.83150306,29.79332222
0,senate,T000461,Toomey,PA,,Republican,108,0.87962963,0.50757914,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.888888889,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,27,0.851851852,0.37626187,0.72426964
0,senate,T000464,Tester,MT,,Democrat,112,0.294642857,0.82036324,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.380952381,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,28,0.035714286,0.74454177,20.42273211
0,senate,T000476,Tillis,NC,,Republican,110,0.927272727,0.57071455,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.951219512,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,28,0.857142857,0.42897548,3.65522853
0,senate,U000039,Udall,NM,,Democrat,112,0.232142857,0.34968104,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.273809524,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,28,0.107142857,0.20534553,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,111,0.216216216,0.20266753,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.253012048,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,28,0.107142857,0.09379827,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,112,0.928571429,0.79390855,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.964285714,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,28,0.821428571,0.70906575,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,112,0.160714286,0.31287364,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,28,0.071428571,0.17266123,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,111,0.225225225,0.26749209,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.273809524,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,27,0.074074074,0.13558239,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,112,0.348214286,0.39518367,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,28,0.071428571,0.24812421,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,102,0.117647059,0.20659439,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.130952381,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,18,0.055555556,0.08392486,-27.19670645
0,senate,Y000064,Young,IN,,Republican,112,0.848214286,0.80811922,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.928571429,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,28,0.607142857,0.72804372,19.16519376
